filename,photographer,year,title,call_numer
americas-production-chief-keeping-tabs-on.jpg,Albert Freeman,1942,"America&#39;s production chief. Keeping tabs on the fighting fronts is an important part of Donald Nelson&#39;s job as War Production Board (WPB) chairman. He selects a morning paper to read in his car before departing for his office. Later in the day, he will go through the file of metropolitan papers in his office",oem2002003743/PP
mississippi-delta-negro-children.jpg,Dorothea Lange,1936,Mississippi Delta Negro children,fsa1998021668/PP
bantam-connecticut-the-kapok-room-in.jpg,Howard R. Hollem,1942,"Bantam, Connecticut. The kapok room in the Warren McArthur upholstery shop is screened off to prevent the feathery filling from flying freely about the plant. Expert at stuffing kapok into cushions are Barbara Skilton and Frances Humphrey. Barbara, at left, lives in Morris, the next town to Bantam, at her father&#39;s farm, where several other workers in the plant board. Her husband works at the Waterbury Brass Company, and they have a son two years old. Frances, a graduate of Litchfield High School, prefers this work to the secretarial position she used to have in Torrington. &quot;There is more money, and you don&#39;t have to worry about it at night,&quot; she says. Both girls began work in Bantam in December, 1941",oem2002001063/PP
syracuse-vicinity-sicily-a-girl-standing.jpg,Nick Parrino,1943,"Syracuse (vicinity), Sicily. A girl standing in the doorway of her makeshift home in the ruins of a Roman amphitheatre",owi2001037444/PP
washington-dc-perforating-examining-and-counting.jpg,Arthur Rothstein,1938,"Washington, D.C. Perforating, examining and counting postage stamps at the United States Bureau of Engraving and Printing",fsa1998023526/PP
building-on-farm-in-williams-county.jpg,Russell Lee,1937,"Building on farm in Williams County, North Dakota",fsa2000011624/PP
safe-clothes-for-women-war-workers.jpg,Ann Rosener,1943,"Safe clothes for women war workers. Looking over the job application blank, Eunice herself gets the once-over from guards at the Bendix Aviation Plant. She may be qualified for a job, but she&#39;ll have to change her style of dressing when she&#39;s hired. Bendix Aviation Plant, Brooklyn, New York",oem2002008184/PP
sugarcane-worker-plaquemines-parish-louisiana.jpg,Ben Shahn,1935,"Sugarcane worker, Plaquemines Parish, Louisiana",fsa1997016506/PP
homes-of-members-of-the-cooperative.jpg,Arthur Rothstein,1938,"Homes of members of the cooperative. Wabash Farms, Indiana",fsa2000007805/PP
interior-of-migrants-home-near-muskogee.jpg,Russell Lee,1939,"Interior of migrant&#39;s home near Muskogee, with mother removing articles of clothing preparatory for departure to California. Oklahoma",fsa2000015019/PP
piece-of-ore-in-hand-of.jpg,Russell Lee,1940,"Piece of ore in hand of prospector, Pinos Altos, New Mexico",fsa1998000911/PP
barranquitas-vicinity-puerto-rico-landscape-in.jpg,Jack Delano,1942,"Barranquitas (vicinity), Puerto Rico. Landscape in the tobacco country",fsa2000029829/PP
new-britain-connecticut-women-employed-at.jpg,Gordon Parks,1943,"New Britain, Connecticut. Women employed at the Landers, Frary and Clark plant. Making core molds for food choppers to be used by the army",owi2001032939/PP
bingham-canyon-utah-blasting-at-an.jpg,Andreas Feininger,1942,"Bingham Canyon, Utah. Blasting at an open-pit mine of the Utah Copper Company",owi2001038355/PP
trailermounted-laundry-unit-airborne-this-unit.jpg,Pauline Ehrlich,1944,"Trailer-mounted laundry unit. Airborne, this unit weighs 2,465 pounds, will clean and dry 40 pounds of laundry per hour and will serve up to 600 men",owi2001041842/PP
farmer-ploughing-his-field-on-a.jpg,Jack Delano,1940,"Farmer ploughing his field on a hillside opposite the industrial valley including the towns of Darby, Shelton, and Ansonia, Connecticut",fsa2000024054/PP
cattle-buyer-stockyards-denver-colorado.jpg,Arthur Rothstein,1939,"Cattle buyer. Stockyards, Denver, Colorado",fsa2000010074/PP
weighing-feed-at-stockyards-chicago-illinois.jpg,John Vachon,1941,"Weighing feed at stockyards. Chicago, Illinois",fsa2000043770/PP
drought-refugees-in-phoenix-arizona-one.jpg,Dorothea Lange,1936,"Drought refugees in Phoenix, Arizona. One of the many cases of Tennessee ex-farmers drifting around, looking for work in cotton",fsa1998021777/PP
catholic-church-bernalillo-county-new-mexico.jpg,Russell Lee,1940,"Catholic church. Bernalillo County, New Mexico",fsa2000017239/PP
walla-walla-county-washington-wheat-farmer.jpg,Russell Lee,1941,"Walla Walla County, Washington. Wheat farmer on a combine sewing up the Bemis bags of harvested wheat",fsa1998002808/PP
wpa-works-progress-administration-project-cambria.jpg,Arthur Rothstein,1939,"WPA (Works Progress Administration) project. Cambria, Illinois",fsa2000008333/PP
quotpainless-killerquot-enterprise-coop-cannery-enterprise.jpg,John Collier,1941,"&quot;Painless killer&quot;. Enterprise coop cannery. Enterprise, Coffee County, Alabama",fsa2000051285/PP
barn-and-haystack-of-mormon-farmer.jpg,Russell Lee,1940,"Barn and haystack of Mormon farmer. Cache County, Utah",fsa2000018531/PP
potato-storage-and-graining-warehouse-operated.jpg,Arthur Rothstein,1939,"Potato storage and graining warehouse operated by growers&#39; cooperative, Monte Vista, Colorado",fsa1997012460/PP
production-subchasers-these-two-men-cutting.jpg,Howard R. Hollem,1942,"Production. Subchasers. These two men, cutting steel for the making of subchasers in a Southern shipyard, knew nothing of their new trade a short time ago. One was a farmer, the other an engineer on a fishing boat. Both were trained at the shipyard which they have since helped to earn the Navy &quot;E&quot;",oem2002003990/PP
negro-child-playing-phonograph-in-cabin.jpg,Russell Lee,1939,"Negro child playing phonograph in cabin home. Transylvania Project, Louisiana",fsa2000013122/PP
washington-dc-eleanor-jefferis-a-student.jpg,Esther Bubley,1943,"Washington, D.C. Eleanor Jefferis, a student at Woodrow Wilson High School, is a nurse&#39;s aide at emergency hospital. During the summer, she put in an eight hour day, six days a week, and while school is in session, she works on weekends",owi2001036180/PP
one-of-the-max-sparks-children.jpg,Russell Lee,1937,"One of the Max Sparks&#39; children playing on homemade teeter-totter near Long Lake, Wisconsin",fsa1998022652/PP
camp-funston-kansas-general-millikan-commanding.jpg,Jack Delano,1942,"Camp Funston, Kansas. General Millikan, commanding cavalry division",owi2001006612/PP
dumping-wheat-into-truck-from-combine.jpg,Ben Shahn,1938,"Dumping wheat into truck from combine, central Ohio",fsa1997017702/PP
taos-new-mexico-spanishamerican-brother-and.jpg,John Collier,1943,"Taos, New Mexico. Spanish-American brother and sister",owi2001015916/PP
member-of-the-service-department-of.jpg,Russell Lee,1940,Member of the service department of the United Producers and Consumers Cooperative winding an armature. He was sent by the cooperative to Chicago to learn his trade,fsa2000017454/PP
house-plant-setting-louver-in-gable.jpg,Russell Lee,1938,House plant. Setting louver in gable end frame. Southeast Missouri Farms Project,fsa1997023288/PP
western-washington-grays-harbor-county-malone.jpg,Dorothea Lange,1939,"Western Washington, Grays Harbor County, Malone, Washington. Company houses of closed mill, now mainly occupied by Works Projects Administration (WPA) workers. See general caption number 37",fsa2000004047/PP
marshall-olson-third-year-student-from.jpg,Jack Delano,1942,"Marshall Olson, third year student, from a farm in Minnesota. Working in a soils laboratory in Agricultural Hall. Iowa State College. Ames, Iowa",owi2001004689/PP
settling-up-after-the-closingout-sale.jpg,Russell Lee,1937,"Settling up after the closing-out sale on Frank Sheroan&#39;s farm near Montmonenci, Indiana. Mr. Sheroan is shown with the clerk of the sale",fsa1998022270/PP
wife-of-unemployed-coal-miner-suffering.jpg,Marion Post Wolcott,1938,"Wife of unemployed coal miner, suffering from T.B., living in old company store. Abandoned mining town of Marine, West Virginia. (See 50110-D)J",fsa2000030680/PP
provincetown-massachusetts-loading-fish-into-tubs.jpg,John Collier,1942,"Provincetown, Massachusetts. Loading fish into tubs to be hoisted aloft from a Portuguese dory to the commercial pier",owi2001004407/PP
white-refugee-from-the-flood-in.jpg,Edwin Locke,1937,"White refugee from the flood in camp at Forrest City, Arkansas",fsa1997014630/PP
bonneville-dam-and-fish-ladders-oregon.jpg,Russell Lee,1941,"Bonneville Dam and fish ladders, Oregon",fsa2000047367/PP
stationarytype-mechanical-hop-picker-the-vines.jpg,Russell Lee,1941,"Stationary-type mechanical hop picker. The vines are brought to this shed and are fed into the machine picker. Yakima County, Washington",fsa2000046911/PP
gay-youngsters-dancing-at-the-junior.jpg,Russell Lee,1940,"Gay youngsters dancing at the Junior Chamber of Commerce dance during the San Angelo Fat Stock Show. San Angelo, Texas",fsa2000016793/PP
applying-cement-to-boot-before-attaching.jpg,Russell Lee,1939,"Applying cement to boot before attaching outer sole. Bootmaking shop, Alpine, Texas",fsa2000014549/PP
going-home-from-an-afternoon-of.jpg,Jack Delano,1941,"Going home from an afternoon of chopping cotton on a farm in Greene County, Georgia",fsa2000026191/PP
huntsville-vicinity-texas-advertisement.jpg,John Vachon,1943,"Huntsville (vicinity), Texas. Advertisement",owi2001024188/PP
freightcar-converted-into-home-in-quotlittle.jpg,Dorothea Lange,1936,"Freightcar converted into home in &quot;Little Oklahoma,&quot; California",fsa1998018256/PP
old-house-purchased-by-resettlement-administration.jpg,Carl Mydans,1935,"Old house purchased by Resettlement Administration. Berwyn, Maryland",fsa1998017479/PP
kitchen-table-farm-family-near-pace.jpg,Russell Lee,1939,"Kitchen table, farm family near Pace, Mississippi. Background photo, Sunflower Plantation",fsa2000013247/PP
stump-farm-seen-from-the-road.jpg,Dorothea Lange,1939,"Stump farm seen from the road. Note stump pile in distant field at left, where the bulldozer has just cleared another patch. Farm Security Administration (FSA) borrowers on non-commercial experiment plan. Name of client: &quot;Olds.&quot; Western Washington, Thurston County, Michigan Hill. General caption thirty six",fsa2000004083/PP
butte-montana-porch-of-pavilion-at.jpg,Russell Lee,1942,"Butte, Montana. Porch of pavilion at Columbia Gardens, an outdoor amusement resort",owi2001010672/PP
the-windshield-of-a-migratory-agricultural.jpg,Dorothea Lange,1936,"The windshield of a migratory agricultural laborer&#39;s car, in a squatter camp near Sacramento, California",fsa1998003690/PP
light-plant-silverton-colorado.jpg,Russell Lee,1940,"Light plant. Silverton, Colorado",fsa2000019142/PP
negro-woman-living-on-farm-near.jpg,Russell Lee,1939,"Negro woman living on farm near Jefferson, Texas, preparing dinner",fsa2000013945/PP
this-young-woman-and-her-family.jpg,Jack Delano,1941,"This young woman and her family moved from the area taken over by the Army to a prefabricated house built by FSA (Farm Security Administration) to take care of some of the farmers who had to move. Milford, Caroline County, Virginia",fsa2000026441/PP
seed-store-display-marshalltown-iowa.jpg,John Vachon,1940,"Seed store display. Marshalltown, Iowa",fsa2000041350/PP
columbus-ohio-a-bus-driver-who.jpg,Esther Bubley,1943,"Columbus, Ohio. A bus driver who has just come off his run",owi2001035340/PP
mescalero-indian-reservation-new-mexico.jpg,Arthur Rothstein,1936,"Mescalero Indian Reservation, New Mexico",fsa1998018399/PP
child-of-family-living-in-land.jpg,Arthur Rothstein,1936,"Child of family living in land development area. Pennington County, South Dakota",fsa1998019256/PP
high-school-victory-corps-when-this.jpg,William Perlitch,1942,"High school Victory Corps. When this high school senior finishes his semester course in welding at Montgomery Blair High School, Silver Spring, Maryland, he will be qualified to help fill the need for manpower in our war industries",oem2002005662/PP
dr-coxs-assistant-innoculating-eggs-with.jpg,John Vachon,1942,"Dr. Cox&#39;s assistant innoculating eggs with louse-borne typhus germs. USPHS (United States Public Health Service) Rocky Mountain Laboratory, Hamilton, Montana",owi2001003570/PP
negro-cotton-pickers-on-truck-lake.jpg,Russell Lee,1938,"Negro cotton pickers on truck, Lake Dick, Arkansas",fsa1997023737/PP
an-officer-and-a-government-official.jpg,Roger Smith,1943,"An officer and a government official (?) meeting two men at the American Airlines &quot;Flagship&quot; passenger plane and examining the contents of a brief case, in a scene in the motion picture &quot;Black Marketing,&quot; produced by the U.S. Office of War Information (OWI) and released by August 19, 1943",owi2001030551/PP
entrance-to-odd-fellows-hall-meriden.jpg,Russell Lee,1939,"Entrance to Odd Fellows Hall, Meriden, Connecticut",fsa1997027261/PP
sign-las-cruces-new-mexico.jpg,Russell Lee,1939,"Sign, Las Cruces, New Mexico",fsa1997026833/PP
philadelphia-pennsylvania-checking-money-received-in.jpg,Arthur S. Siegel,1943,"Philadelphia, Pennsylvania. Checking money received in envelopes at the W. Atlee Burpee Company, seed dealers",owi2001023701/PP
spring-pasture-with-the-snowcovered-uinta.jpg,Russell Lee,1941,"Spring pasture with the snow-covered Uinta Mountains in the background. Heber, Utah",fsa2000020273/PP
worker-mowing-grass-at-the-agua.jpg,Russell Lee,1940,"Worker mowing grass at the Agua Fria Migratory Labor Camp, Arizona",fsa1998000719/PP
sanitary-steel-cabins-are-provided-for.jpg,Arthur Rothstein,1940,"Sanitary steel cabins are provided for each family. Tulare migrant camp. Visalia, California",fsa2000005976/PP
migrant-fruit-worker-and-part-of.jpg,John Vachon,1940,"Migrant fruit worker and part of his family. Berrien County, Michigan",fsa2000041720/PP
cottonworkers-cabin-with-outside-stairway-and.jpg,Dorothea Lange,1937,"Cottonworker&#39;s cabin with outside stairway and loft. Near Blytheville, Arkansas",fsa2000001357/PP
womens-committee-at-work-on-mat.jpg,Arthur Rothstein,1942,"Women&#39;s committee at work on mat for athletics. FSA (Farm Security Administration) camp, Robstown, Texas",fsa2000006531/PP
migrant-camp-under-construction-sinton-texas.jpg,Russell Lee,1939,"Migrant camp under construction, Sinton, Texas",fsa1997027301/PP
farmwife-at-southeast-missouri-project-reaching.jpg,John Vachon,1940,Farmwife at Southeast Missouri project reaching for jar of canned meat,fsa2000041629/PP
household-belongings-of-a-crew-of.jpg,Jack Delano,1940,"Household belongings of a crew of thirty-five migrants preparing to leave Belcross, North Carolina for another job at Onley, Virginia",fsa1998006687/PP
sandusky-ohio-loading-coal-into-a.jpg,Jack Delano,1943,"Sandusky, Ohio. Loading coal into a lake freighter at the Pennsylvania Railroad number three dock",owi2001028726/PP
jackson-michigan-threshing-machine-in-operation.jpg,Arthur S. Siegel,1941,"Jackson, Michigan. Threshing machine in operation",owi2001018345/PP
bethlehemfairfield-shipyards-baltimore-maryland-flame-throwers.jpg,Arthur S. Siegel,1943,"Bethlehem-Fairfield shipyards, Baltimore, Maryland. Flame throwers used to test pipes",owi2001026613/PP
pump-is-lifted-and-slipped-down.jpg,John Collier,1941,"Pump is lifted and slipped down over pump rod. John Fredrick well project, Saint Mary&#39;s County, Maryland",fsa2000051052/PP
nightclub-along-riverfront-saint-louis-missouri.jpg,Arthur Rothstein,1939,"Nightclub along riverfront. Saint Louis, Missouri",fsa2000008417/PP
production-war-housing-trailers-a-water.jpg,David Bransby,1942,"Production. War housing trailers. A water supply system is installed in a war housing trailer under construction at the Los Angeles plant of Western Trailer Company. The transparent plastic tubing used for water lines bends readily, and may be sharply and permanently bent by the application of heat. It withstands normal city water supply pressures, but it is not suitable for hot water lines .",oem2002003265/PP
marine-motor-detachment-new-river-nc.jpg,Alfred T. Palmer,1942,"Marine motor detachment, New River, N.C.",fsa1992001061/PP
san-augustine-texas-rural-school-children.jpg,John Vachon,1943,"San Augustine, Texas. Rural school children",owi2001026130/PP
gloucester-massachusetts-the-fishermens-church.jpg,Howard Liberman,1942,"Gloucester, Massachusetts. The fishermen&#39;s church",owi2001039144/PP
sand-blow-near-jeffersonville-vermont.jpg,Arthur Rothstein,1937,"Sand blow. Near Jeffersonville, Vermont",fsa2000007251/PP
children-of-migrants-en-route-to.jpg,John Collier,1942,Children of migrants en route to upper New York state to work in the harvest,fsa2000055083/PP
manpower-junior-size-junior-commandos-of.jpg,Valentino Sarra,1942,"Manpower, junior size. Junior commandos of Roanoke, Virginia, follow up on their fat collection drive with a visit to the local rendering plant to see what happens to the household fats they have collected during the week. They&#39;re learning firsthand how explosives are derived from bacon grease and meat fats",oem2002005009/PP
garden-seed-for-sale-ontario-oregon.jpg,Russell Lee,1941,"Garden seed for sale. Ontario, Oregon",fsa2000047645/PP
sequence-story-of-the-old-apple.jpg,Russell Lee,1940,"Sequence story of the Old Apple Tree and other work of Homer Tate. Safford, Arizona",fsa2000017727/PP
handling-fruit-in-warehouse-of-produce.jpg,Russell Lee,1940,"Handling fruit in warehouse of produce warehouse. Santa Clara, Utah. See general caption",fsa2000019226/PP
mechanical-potato-digger-near-shafter-california.jpg,Dorothea Lange,1937,"Mechanical potato digger near Shafter, California",fsa2000001056/PP
wisdom-montana-dealer-for-the-house.jpg,John Vachon,1942,"Wisdom, Montana. Dealer for the house in Fetty&#39;s Bar",fsa2000046260/PP
antiaircraft-gun-carriage-the-top-carriage.jpg,Alfred T. Palmer,1941,"Antiaircraft gun carriage. The top carriage of a thirty-seven millimeter antiaircraft gun carriage receives the final assembly operations. War program production scene in one of Pennsylvania&#39;s heavy industry plants now converted to the production of vitally needed military equipment. AETNA. Ellwood CIty, Pennsylvania",oem2002010657/PP
shed-and-corner-of-house-on.jpg,Russell Lee,1939,"Shed and corner of house on farm unit. Sabine Farms, Marshall, Texas",fsa2000014344/PP
grading-peas-canyon-county-idaho.jpg,Russell Lee,1941,"Grading peas. Canyon County, Idaho",fsa2000020972/PP
mr-and-mrs-dyson-fsa-farm.jpg,John Vachon,1940,"Mr. and Mrs. Dyson, FSA (Farm Security Administration) borrowers. Saint Mary&#39;s County, Maryland",fsa2000041989/PP
people-listening-to-revival-rally-in.jpg,Russell Lee,1939,"People listening to revival rally in square, Saturday afternoon, Tahlequah, Oklahoma",fsa1997026776/PP
potatoes-in-storage-cellar-at-end.jpg,Dorothea Lange,1939,"Potatoes in storage cellar at end of season. Merrill, Klamath County, Oregon",fsa2000005492/PP
drug-store-stanley-north-dakota.jpg,Russell Lee,1937,"Drug store. Stanley, North Dakota",fsa2000012035/PP
stock-feed-in-front-of-feed.jpg,Ben Shahn,1938,"Stock feed in front of feed store, Route 40, central Ohio",fsa1997018335/PP
bethlehemfairfield-shipyards-baltimore-maryland-women-attending.jpg,Arthur S. Siegel,1943,"Bethlehem-Fairfield shipyards, Baltimore, Maryland. Women attending a training class",owi2001024818/PP
hogs-in-judging-pavillion-at-a.jpg,Jack Delano,1942,"Hogs in judging pavillion at a class in animal husbandry. Iowa State College. Ames, Iowa",owi2001004690/PP
amarillo-texas-soldiers-and-civilians-boarding.jpg,John Vachon,1942,"Amarillo, Texas. Soldiers and civilians boarding the Rock Island Rocket",owi2001014031/PP
new-york-new-york-three-boys.jpg,Gordon Parks,1943,"New York, New York. Three boys who live in the Harlem area",owi2001025251/PP
summer-residents-watch-the-tourist-boat.jpg,Edwin Rosskam,1940,"Summer residents watch the tourist boat arrive from Boston, Provincetown, Massachusetts",fsa1997015213/PP
bud-kimberley-young-farmer-examines-hybrid.jpg,Arthur Rothstein,1939,"Bud Kimberley, young farmer, examines hybrid corn. Jasper County, Iowa",fsa2000009399/PP
cows-out-in-the-rain-on.jpg,Jack Delano,1940,"Cows out in the rain on the farm of Mr. Addison, a FSA (Farm Security Administration) client. Westfield, Connecticut",fsa2000023435/PP
house-plant-ripping-by-means-of.jpg,Russell Lee,1938,House plant. Ripping by means of gasoline saw. Southeast Missouri Farms Project,fsa1997022843/PP
production-bf-heavy-bombers-a-girl.jpg,Alfred T. Palmer,1942,"Production. B-17F heavy bombers. A girl worker at the Long Beach, California, plant of Douglas Aircraft Company, puts final touches on a nacelle of a B-17F heavy bomber before it is installed on a wing. Better known as the &quot;Flying Fortress,&quot; the B-17F is a later model of the B-17, which distinguished itself in action in the South Pacific, over Germany and elsewhere. It is a long range, high altitude, heavy bomber, with a crew of seven to nine men and with armament sufficient to defend itself on daylight missions",oem2002006301/PP
honey-brook-pennsylvania-vicinity-amish-farmer.jpg,John Collier,1942,"Honey Brook, Pennsylvania (vicinity). Amish farmer driving cultivator. Their religion bans powered cultivators on the soil or rubber-wheeled tractors, but all horse-drawn, steel-wheeled machinery is widely used",fsa2000053419/PP
farmer-and-child-scioto-farms-ohio.jpg,Arthur Rothstein,1938,"Farmer and child, Scioto Farms, Ohio",fsa1997009504/PP
farm-land-pie-town-new-mexico.jpg,Russell Lee,1940,"Farm land. Pie Town, New Mexico",fsa2000018185/PP
detroit-michigan--a-railroad-train.jpg,Arthur S. Siegel,1943,"Detroit, Michigan (?). A railroad train yard in the Detroit area, showing freight boats in the background",owi2001022994/PP
old-farmer-in-ozark-cutover-area.jpg,John Vachon,1940,"Old farmer in Ozark cut-over area, Missouri",fsa1997006366/PP
washington-dc-subject-rotary-intaglio-postage.jpg,Arthur Rothstein,1938,"Washington, D.C. 400-subject rotary intaglio postage stamp printing press at the United States Bureau of Engraving and Printing",fsa1998023517/PP
milk-for-the-children-at-the.jpg,Russell Lee,1940,"Milk for the children at the Yuba City FSA (Farm Security Administration) farm workers&#39; camp. Yuba City, California",fsa2000019689/PP
basket-of-tobacco-being-taken-from.jpg,Marion Post Wolcott,1939,"Basket of tobacco being taken from the scales to the floor after weighing before auction sale in warehouse. Mebane, Orange County, North Carolina",fsa2000033277/PP
military-training-in-high-school-omaha.jpg,John Vachon,1938,"Military training in high school. Omaha, Nebraska",fsa1998021373/PP
backyard-of-mexican-district-robstown-texas.jpg,Russell Lee,1939,"Backyard of Mexican district. Robstown, Texas",fsa2000013431/PP
picking-apples-some-of-these-men.jpg,Arthur Rothstein,1938,"Picking apples. Some of these men are migratory workers. Others come from Philadelphia and Trenton. Camden County, New Jersey",fsa2000008021/PP
san-augustine-texas-mr-ramsey-a.jpg,John Vachon,1943,"San Augustine, Texas. Mr. Ramsey, a lawyer, in his office",owi2001026314/PP
mud-sled-arriving-at-home-on.jpg,Russell Lee,1939,"Mud sled arriving at home on project, Chicot Farms, Arkansas",fsa1997024904/PP
rehabilitation-client-worrying-over-his-accounts.jpg,Theodor Jung,1936,"Rehabilitation client worrying over his accounts, Jackson County, Ohio",fsa1997014143/PP
a-north-american-employee-assembles-the.jpg,Alfred T. Palmer,1942,A North American employee assembles the landing gear mechanism inside the nacells of a B-25 bomber,owi2001041432/PP
home-of-indian-tenant-farmer-north.jpg,Russell Lee,1939,"Home of Indian tenant farmer north of Sallisaw, Oklahoma",fsa2000014948/PP
laying-track-underground-old-ben-number.jpg,Arthur Rothstein,1939,"Laying track underground. Old Ben number eight mine. West Frankfort, Illinois",fsa2000008377/PP
sign-in-store-eden-idaho.jpg,Russell Lee,1941,"Sign in store. Eden, Idaho",fsa1998002562/PP
wagon-for-transporting-the-cranberries-from.jpg,Arthur Rothstein,1938,"Wagon for transporting the cranberries from bog to sorting house, Burlington County, New Jersey",fsa1997010068/PP
burning-cornstalks-monona-county-iowa.jpg,John Vachon,1940,"Burning cornstalks. Monona County, Iowa",fsa2000041430/PP
bayamon-puerto-rico-vicinity-along-a.jpg,Jack Delano,1941,"Bayamon, Puerto Rico (vicinity). Along a country road",fsa2000028283/PP
washington-dc-sally-dessez-in-shorts.jpg,Esther Bubley,1943,"Washington, D.C. Sally Dessez (in shorts), a student at Woodrow Wilson High School, practicing before going into a hockey game",owi2001037274/PP
small-abandoned-sawmill-between-antioch-church.jpg,Marion Post Wolcott,1939,"Small abandoned sawmill, between Antioch Church and Highway 54. Southern part of Orange County, North Carolina. See general notes on subregion, Sept. 27, 1939",fsa2000032522/PP
daughter-of-resettlement-client-san-luis.jpg,Arthur Rothstein,1939,"Daughter of resettlement client, San Luis Valley Farms, Alamosa, Colorado, poses with two of her father&#39;s fine pigs",fsa1997012652/PP
daughter-of-spanishamerican-farmer-washing-chamisal.jpg,Russell Lee,1940,"Daughter of Spanish-American farmer washing, Chamisal, New Mexico",fsa1998001454/PP
looking-down-on-bisbee-arizona.jpg,Russell Lee,1940,"Looking down on Bisbee, Arizona",fsa2000017666/PP
negro-migratory-workers-by-a-quotjuke.jpg,Marion Post Wolcott,1941,"Negro migratory workers by a &quot;juke joint&quot; (?), Belle Glade, Fla.",fsa1992000203/PP
crowded-conditions-in-home-of-small.jpg,Russell Lee,1939,"Crowded conditions in home of small farm owner in Arkansas River bottoms. Near Vian, Oklahoma",fsa2000014856/PP
barn-at-irwinville-farms-georgia.jpg,John Vachon,1938,"Barn at Irwinville Farms, Georgia",fsa1998021138/PP
bethlehemfairfield-shipyards-baltimore-maryland-bringing-assembly.jpg,Arthur S. Siegel,1943,"Bethlehem-Fairfield shipyards, Baltimore, Maryland. Bringing assembly sections to a stockyard",owi2001025611/PP
los-angeles-california-evacuation-of-japaneseamericans.jpg,Russell Lee,1942,"Los Angeles, California. Evacuation of Japanese-Americans from West coast areas under United States Army war emergency order. Japanese bring their baggage to the train which will take them to Owens Valley",fsa2000049116/PP
removing-liver-from-slaughtered-hog-chamisal.jpg,Russell Lee,1940,"Removing liver from slaughtered hog. Chamisal, New Mexico",fsa1998001550/PP
largest-open-pit-copper-mine-in.jpg,Russell Lee,1940,"Largest open pit copper mine in the world at Santa Rita, New Mexico. Copper was discovered here by an officer of the Spanish army in 1800 who sold the same to a wealthy Spanish merchant. Pure native copper was transported by pack mule to Mexico City to enter the royal mint for coinage. In 1900 a young mining engineer became interested in the development and was instrumental in the ultimate success of the Chino Copper Company. The ore is now shipped to Hurley, a short distance to the south, where it is put through a five million dollar smelter",fsa2000017723/PP
divide-county-north-dakota-farm-with.jpg,John Vachon,1942,"Divide County, North Dakota. Farm with shelter belt",fsa2000045444/PP
negro-farmer-rolling-muchrepaired-wagon-wheel.jpg,Russell Lee,1940,"Negro farmer rolling much-repaired wagon wheel into blacksmith shop to see if it can again be repaired. Depew, Oklahoma",fsa2000016516/PP
allied-soldiers-inspect-the-wreckage-of.jpg,Nick Parrino,1943,Allied soldiers inspect the wreckage of one of the tanks of the German Tenth and Fifteenth Panzer Divisions. Photo made at Porto Farina where the Nazis were trapped,owi2001028632/PP
girls-who-live-at-the-nya.jpg,Russell Lee,1942,"Girls who live at the NYA (National Youth Administration) resident center, located at the FSA (Farm Security Administration) farm workers&#39; community at Eleven Mile Corner, learn baby care. The nurse, who divides her time between work at the hospital and instruction of NYA girls, is showing the girls how to care for a baby. Eleven Mile Corner, Arizona",fsa2000048626/PP
loading-scrap-iron-into-railroad-cars.jpg,Russell Lee,1937,"Loading scrap iron into railroad cars. Millville, Wisconsin",fsa2000011344/PP
joseph-la-blanc-wealthy-cajun-farmer.jpg,Russell Lee,1938,"Joseph La Blanc, wealthy Cajun farmer, standing on steps of home with birds from a morning shooting, Crowley, Louisiana",fsa1997024239/PP
sod-house-built-as-memorial-to.jpg,Arthur Rothstein,1936,"Sod house built as memorial to pioneers of Box Butte County, Nebraska",fsa1998019182/PP
chicago-illinois-in-the-roundhouse-at.jpg,Jack Delano,1942,"Chicago, Illinois. In the roundhouse at a yard of the Chicago and Northwestern Railroad",owi2001010080/PP
transferring-pattern-for-stitching-on-the.jpg,Russell Lee,1939,"Transferring pattern for stitching on the uppers of the boots. Bootmaking shop, Alpine, Texas",fsa2000014418/PP
shopping-centers-are-springing-up-at.jpg,Russell Lee,1940,"Shopping centers are springing up at the small towns near Shasta Dam site. This one was at Central Valley, California",fsa2000019432/PP
valley-county-montana-eightyseven-year-old.jpg,John Vachon,1942,"Valley County, Montana. Eighty-seven year old homesteader",fsa2000045673/PP
village-on-wheels-a-caravan-of.jpg,Royden Dixon,1941,"Village on wheels. A caravan of 50 trailers, on its way to provide temporary housing for defense workers in Wilmington, North Carolina, stops for the night at the Hain&#39;s Post Trailer Camp, Washington, D.C.",oem2002000517/PP
view-of-large-packing-plant-and.jpg,Russell Lee,1940,"View of large packing plant and adjacent pens, Phoenix, Arizona. Raising feed for stock in an attempt to get away from citrus farming is on the increase in this section of Arizona",fsa1998000755/PP
fort-riley-kansas-radio-operator-of.jpg,Jack Delano,1942,"Fort Riley, Kansas. Radio operator of a scout car of a mechanized cavalry reconnaissance unit",owi2001006568/PP
buffalo-new-york-patsy-grimm-age.jpg,Marjory Collins,1943,"Buffalo, New York. Patsy Grimm, age six, removing the bottles from the kitchen table. Her mother, a twenty-six year old widow, is a crane operator at Pratt and Letchworth",owi2001026910/PP
boardedup-houses-in-abandoned-mining-town.jpg,Marion Post Wolcott,1938,"Boarded-up houses in abandoned mining town of Twin Branch, West Virginia",fsa2000030700/PP
row-of-apartments-for-permanent-farm.jpg,Russell Lee,1940,"Row of apartments for permanent farm workers at the Yuba City farm workers&#39; camp. Yuba City, California",fsa2000019767/PP
